complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel,reporting_delay_hours,bank_response_delay_hours,fraud_unauthorized_flag,report_date
CBK0001007,TXN00014381,USR51742,MCH7833,,,,Fraud Suspected,User reports money deducted but merchant denies receiving payment.,RESOLVED,,H,Call Center,,,1,
CBK0001118,TXN63034,USR93926,MCH9036,,,3681.27,UNAUTHORISED,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Pending Bank,,P2,CHATBOT,,,1,
CBK0002323,,USR71935,MCH3538,,,,unauthorized_transaction,Suspicious high-value payment disputed by customer. call dropped,In Progress,,L,Email,,,1,
CBK0001691,TXN00010383,USR15365,MCH4695,,,4163.19,Merchant Not Delivered,Customer says amount was debited twice.,Rejected,,Low,IVR,,,0,
CBK0002723,TXN00017184,USR90661,MCH2507,,,3231.22,double debit,Customer says transaction was not authorized.,REJECTED,,M,IVR,,,0,
CBK0000587,TXN00007285,USR87500,MCH1569,,,,double debit,User says UPI PIN was not entered by them.,Resolved,,H,CHATBOT,,,0,
CBK0001026,TXN00009371,USR52820,MCH8391,,,,fraud,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,CRIT,ivr,,,1,
CBK0000797,TXN00010208,USR84323,2140,,,687.82,item not received,User says UPI PIN was not entered by them.,IN_PROGRESS,,Low,IVR,,,0,
CBK0002035,,USR74657,MCH1497,,,,Customer Dispute,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,In Progress,,Low,chatbot,,,0,
CBK0000676,TXN00010013,USR25470,MCH9984,,2026-03-24,314.65,not delivered,Customer says transaction was not authorized.,IN_PROGRESS,,HIGH,IVR,,,0,2026-03-24
CBK0001459,TXN00007662,USR87831,MCH6142,2026-02-17,2026-02-18,4479.85,scam,Merchant service was not delivered after payment.,OPEN,,M,IVR,24.0,,0,2026-02-18
CBK0000237,TXN00009246,USR24926,MCH2943,,,,delivery issue,Suspicious high-value payment disputed by customer.,PENDING_BANK,,Low,CHATBOT,,,0,
CBK0000595,TXN00004517,USR57955,MCH8710,,2026-02-23,676.55,no service,Suspicious high-value payment disputed by customer.,Pending Bank,,Low,IVR,,,0,2026-02-23
CBK0002344,TXN00018840,USR45486,MCH8357,2026-02-20,,,charged twice,complaint received after multiple failed attempts.,Closed,,H,Branch,,,0,
CBK0001299,TXN00006246,USR98736,MCH5076,,,1584.81,charged twice,Complaint received after multiple failed attempts.,In Progress,,M,Branch,,,0,
CBK0000774,TXN00000794,USR78569,MCH4590,,,124.85,delivery issue,Suspicious high-value payment disputed by customer.,OPEN,,P3,IVR,,,0,
CBK0002779,TXN00001284,USR62254,MCH5430,,,,Account Takeover,User claims account was compromised before transaction.,CLOSED,,P3,App,,,0,
CBK0001954,TXN00012046,USR82369,MCH6344,,,2431.27,extra amount deducted,Customer complaint text unclear due to poor call center notes.,WIP,,MEDIUM,ivr,,,0,
CBK0001697,TXN00015694,USR50776,MCH2822,,,2581.01,item not received,merchant service was not delivered after payment.,OPEN,,L,IVR,,,0,
CBK0002305,TXN00008366,USR55382,MCH4721,,,,scam,Suspicious high-value payment disputed by customer.,CLOSED,,High,App,,,0,
CBK0000206,TXN00019710,USR39190,MCH6651,,,739.61,no service,Payment made to unknown merchant as per customer statement.,CLOSED,2026-02-01 16:01:33,HIGH,App,,,0,
CBK0001744,TXN00009167,USR70912,MCH1602,,,,no service,Complaint received after multiple failed attempts. pls check asap,Closed,,Medium,chatbot,,,0,
CBK0000128,TXN00012176,USR84571,MCH5742,2026-03-26,,,Merchant Not Delivered,user says upi pin was not entered by them.,Resolved,,Low,Call Center,,,0,
CBK0001316,TXN00007966,USR52956,MCH2383,,,,Unauthorized Transaction,customer says transaction was not authorized.,REJECTED,,CRITICAL,IVR,,,1,
CBK0002296,TXN00004293,USR72591,MCH3992,,2026-01-08,830.77,item not received,Complaint received after multiple failed attempts.,Closed,,MEDIUM,Branch,,,0,2026-01-08
CBK0002062,TXN00005459,USR97255,MCH5730,,,,dispute raised,Complaint received after multiple failed attempts.,WIP,,M,ivr,,,0,
CBK0001537,TXN00001929,USR74377,MCH4082,,,,dispute raised,Merchant service was not delivered after payment.,In Progress,,L,App,,,0,
CBK0000983,TXN59214,USR51720,MCH6740,,,,complaint,complaint received after multiple failed attempts.,PENDING_BANK,,Medium,App,,,0,
CBK0002273,TXN00013117,USR27533,MCH4185,2026-02-28,2026-03-06,,UNAUTHORISED,User reports money deducted but merchant denies receiving payment.,OPEN,,CRITICAL,App,144.0,,1,2026-03-06
CBK0000522,TXN00009019,USR81185,MCH2065,,,,not delivered,Suspicious high-value payment disputed by customer. call dropped,CLOSED,2026-02-08 02:56:13,P3,App,,,0,
CBK0002162,TXN00001120,USR94046,MCH9160,,,8008.29,UNAUTHORISED,Merchant service was not delivered after payment.,REJECTED,,L,Call Center,,,1,
CBK0002626,TXN00013045,USR87914,MCH6675,,,,delivery issue,Merchant service was not delivered after payment.,REJECTED,,L,ivr,,,0,
CBK0000257,TXN00015440,USR53356,MCH6943,,,,Wrong Amount,Merchant service was not delivered after payment. pls check asap,Open,,MEDIUM,IVR,,,0,
CBK0000598,TXN00012035,USR93286,MCH1314,,,,scam,User claims account was compromised before transaction.,Open,,M,ivr,,,0,
CBK0002739,TXN00017191,USR70236,MCH4655,,,,login compromised,customer says amount was debited twice.,WIP,,P4,CHATBOT,,,0,
CBK0002426,,USR83808,MCH8011,,,540.94,no service,Customer says transaction was not authorized.,PENDING_BANK,,M,IVR,,,0,
CBK0001182,TXN00014058,96058,MCH5980,,,,DUP_DEBIT,User reports money deducted but merchant denies receiving payment.,OPEN,,Critical,IVR,,,0,
CBK0002183,TXN00014087,USR46806,MCH4485,,,4901.36,charged twice,customer complaint text unclear due to poor call center notes.,Rejected,,LOW,Call Center,,,0,
CBK0000396,TXN00016780,USR34997,MCH1351,,,1017.31,account hacked,User claims account was compromised before transaction. details missing,Open,,Low,Call Center,,,0,
CBK0002371,TXN00007628,USR28839,MCH5264,,,,login compromised,Customer complaint text unclear due to poor call center notes.,RESOLVED,,P4,CHATBOT,,,0,
CBK0000804,TXN00000677,USR35395,MCH8348,,,,fraud,User claims account was compromised before transaction.,REJECTED,2026-02-17 10:58:31,L,App,,,1,
CBK0001112,TXN00013744,34212,MCH5076,,,,UNAUTHORISED,Customer says transaction was not authorized.,CLOSED,,High,Call Center,,,1,
CBK0000053,TXN00017140,USR93610,MCH8296,,,589.03,login compromised,User claims account was compromised before transaction.,CLOSED,,M,App,,,0,
CBK0002604,TXN00015102,USR10831,MCH8980,,,,FRAUD,User says UPI PIN was not entered by them.,Open,,M,ivr,,,1,
CBK0001984,TXN00006529,USR67661,MCH7003,,,5747.29,unauthorized_transaction,customer says transaction was not authorized.,PENDING_BANK,,P4,CHATBOT,,,1,
CBK0001246,TXN00007847,USR79175,MCH4181,,,,extra amount deducted,customer says amount was debited twice.,Open,2026-05-14 11:35:52,P2,CHATBOT,,,0,
CBK0001124,TXN00018122,USR11419,MCH9594,,,5694.69,DUP_DEBIT,Complaint received after multiple failed attempts.,PENDING_BANK,,P3,App,,,0,
CBK0001317,TXN00016188,USR28015,MCH2822,,,1305.41,merchant service issue,user claims account was compromised before transaction.,Pending Bank,,P2,Call Center,,,0,
CBK0002614,TXN00006336,USR70866,MCH8906,,,,Wrong Amount,user reports money deducted but merchant denies receiving payment.,OPEN,,MEDIUM,chatbot,,,0,
CBK0002164,TXN00001135,USR53527,MCH5076,,2026-02-22,2731.02,Account Takeover,Payment made to unknown merchant as per customer statement.,Closed,,High,CHATBOT,,,0,2026-02-22
CBK0001777,TXN00006951,USR81327,MCH9661,,,,Account Takeover,Customer says transaction was not authorized.,Rejected,,P3,ivr,,,0,
CBK0000616,TXN00006990,USR38951,MCH8779,,,1208.16,amount mismatch,User says UPI PIN was not entered by them.,REJECTED,,P3,App,,,0,
CBK0000385,TXN00014076,USR11828,MCH8154,,,1915.56,extra amount deducted,Complaint received after multiple failed attempts.,OPEN,,Low,ivr,,,0,
CBK0002097,TXN65627,USR14083,MCH5177,,,-3428.7,Customer Dispute,Complaint received after multiple failed attempts.,Rejected,,H,chatbot,,,0,
CBK0001900,TXN00012829,USR86138,MCH3815,,,4506.23,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,RESOLVED,,High,CHATBOT,,,0,
CBK0001029,TXN00007595,USR85146,MCH5954,,,,double debit,User claims account was compromised before txn.,OPEN,,M,CHATBOT,,,0,
CBK0001052,TXN00015908,USR77900,MCH5264,,,,dispute raised,Customer says amount was debited twice.,Pending Bank,,MEDIUM,Branch,,,0,
CBK0000908,TXN00002368,USR71714,MCH9717,,,4581.54,item not received,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,,P4,CHATBOT,,,0,
CBK0000272,TXN00011208,USR31719,MCH5754,,,729.47,login compromised,User claims account was compromised before transaction.,Resolved,,P2,IVR,,,0,
CBK0001049,TXN00019810,USR21832,MCH3020,,,,not done by me,Payment made to unknown merchant as per customer statement.,Resolved,,High,Email,,,0,
CBK0000221,TXN00004354,USR82244,MCH2757,,2026-03-06,,double debit,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,WIP,,Medium,ivr,,,0,2026-03-06
CBK0001615,TXN00001397,USR23350,9727,,,,customer issue,User claims account was compromised before transaction.,WIP,,P2,Email,,,0,
CBK0002732,TXN00007712,USR86991,MCH7765,,,-1151.15,service failed,Customer says transaction was not authorized.,IN_PROGRESS,2026-02-12 17:09:22,P3,App,,,0,
CBK0000571,TXN00018357,USR74628,MCH4473,,,13142.13,Service Not Provided,Payment made to unknown merchant as per customer statement.,WIP,,Medium,ivr,,,0,
CBK0001992,TXN00012094,USR97149,MCH2503,,2026-02-12,,ATO,User reports money deducted but merchant denies receiving payment.,Rejected,,LOW,ivr,,,0,2026-02-12
CBK0002152,TXN00005346,USR43944,6429,,,3376.98,item not received,User reports money deducted but merchant denies receiving payment.,Open,,LOW,Email,,,0,
CBK0002386,TXN00014331,USR72448,MCH7602,,,-678.63,ATO,Suspicious high-value payment disputed by customer.,OPEN,,P2,Call Center,,,0,
CBK0000126,TXN00009782,USR75241,MCH8503,,,718.61,amount mismatch,Customer says transaction was not authorized.,Resolved,,Medium,ivr,,,0,
CBK0000552,TXN00001358,59496,MCH5588,,,6742.91,service failed,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,CRIT,Branch,,,0,
CBK0002681,TXN00008227,USR87558,MCH3815,,,2758.76,complaint,Complaint received after multiple failed attempts.,Rejected,,High,Email,,,0,
CBK0001091,TXN00003670,USR12026,MCH4593,,,,double debit,Customer says transaction was not authorized.,Rejected,,Low,Email,,,0,
CBK0000174,TXN00013432,USR44848,MCH4003,,,616.19,Customer Dispute,User says UPI PIN was not entered by them.,Rejected,,L,Branch,,,0,
CBK0000949,,USR50783,MCH9233,,,7400.39,delivery issue,Suspicious high-value payment disputed by customer.,IN_PROGRESS,,M,IVR,,,0,
CBK0000519,TXN00010998,USR69938,MCH7992,,,1567.73,UNAUTHORISED,Merchant service was not delivered after payment.,WIP,,Low,CHATBOT,,,1,
CBK0000645,TXN00016469,USR59482,MCH1792,,,12115.08,extra amount deducted,Customer says transaction was not authorized.,Pending Bank,,P1,CHATBOT,,,0,
CBK0000063,TXN00017905,USR73461,MCH3216,,,2185.09,dispute raised,Customer says transaction was not authorized.,Resolved,,L,CHATBOT,,,0,
CBK0001394,TXN00009340,USR39542,1320,,,,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,OPEN,,CRIT,chatbot,,,0,
CBK0001496,TXN00012480,USR39700,MCH9284,,,,Fraud Suspected,Payment made to unknown merchant as per customer statement.,CLOSED,,H,Call Center,,,1,
CBK0002246,TXN00009997,USR96095,MCH6849,,,,Merchant Not Delivered,Merchant service was not delivered after payment.,Rejected,2026-04-14 12:51:03,P3,chatbot,,,0,
CBK0001245,TXN00014601,USR50737,MCH1920,,,,customer issue,Payment made to unknown merchant as per customer statement.,Pending Bank,,LOW,IVR,,,0,
CBK0000329,TXN00014927,USR30489,MCH4948,,,,Fraud Suspected,Suspicious high-value payment disputed by customer.,OPEN,,M,App,,,1,
CBK0001974,TXN00002369,USR83393,MCH3463,,,,customer issue,Customer says transaction was not authorized.,IN_PROGRESS,,Low,Branch,,,0,
CBK0002363,TXN00002125,USR78593,2757,,,,ATO,Payment made to unknown merchant as per customer statement.,Closed,,L,Branch,,,0,
CBK0001357,TXN00015990,USR49195,MCH1203,,,-1640.31,Account Takeover,Payment made to unknown merchant as per customer statement.,OPEN,,P1,App,,,0,
CBK0002677,TXN00009096,USR31537,MCH8779,,,-6781.52,incorrect amount,Suspicious high-value payment disputed by cust.,Pending Bank,2026-03-10 08:17:01,Medium,Branch,,,0,
CBK0000586,TXN00007590,USR26821,MCH8953,,,1023.96,Customer Dispute,Complaint received after multiple failed attempts. call dropped,REJECTED,,L,Call Center,,,0,
CBK0000776,TXN00010920,USR19006,MCH4590,,,5019.03,unauthorized_transaction,complaint received after multiple failed attempts.,PENDING_BANK,,P3,IVR,,,1,
CBK0000873,TXN00002853,USR33226,MCH2822,,,,delivery issue,Complaint received after multiple failed attempts.,Open,2026-02-26 12:31:49,M,Email,,,0,
CBK0000358,TXN00015992,USR12248,MCH1013,,,6937.41,login compromised,User says UPI PIN was not entered by them. NA,Rejected,,H,Branch,,,0,
CBK0002265,TXN00008431,USR11987,MCH5922,,,1831.96,amount mismatch,Customer says transaction was not authorized.,REJECTED,,P3,CHATBOT,,,0,
CBK0001115,TXN00018481,USR96362,MCH8953,,,776.76,delivery issue,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,REJECTED,,MEDIUM,IVR,,,0,
CBK0000323,TXN00019162,USR85655,MCH7346,,,2538.07,charged twice,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,PENDING_BANK,,P4,Branch,,,0,
CBK0000234,TXN00001948,USR69297,MCH8977,,,8296.18,Wrong Amount,Suspicious high-value payment disputed by customer.,Resolved,,Low,IVR,,,0,
CBK0001576,TXN00012979,USR85329,MCH1945,,,21185.86,FRAUD,Complaint received after multiple failed attempts.,Closed,,L,CHATBOT,,,1,
CBK0002169,TXN00011212,USR87637,MCH5655,,,,Wrong Amount,User says UPI PIN was not entered by them.,REJECTED,,M,Branch,,,0,
CBK0000803,,USR28353,MCH9017,,,,Merchant Not Delivered,Complaint received after multiple failed attempts. pls check asap,RESOLVED,,High,IVR,,,0,
CBK0001770,TXN00001025,USR97417,MCH7480,,,,delivery issue,Complaint received after multiple failed attempts.,Closed,,M,IVR,,,0,
CBK0000956,TXN00001028,USR76271,MCH9801,,,,delivery issue,User claims account was compromised before transaction.,OPEN,,Medium,Branch,,,0,
CBK0001559,TXN00003513,USR15980,MCH9291,,,754.13,merchant service issue,User says UPI PIN was not entered by them.,Resolved,,M,chatbot,,,0,
CBK0002745,TXN00003727,USR54113,MCH7888,,,1284.94,Wrong Amount,Payment made to unknown merchant as per customer statement.,Rejected,,M,IVR,,,0,
CBK0002455,TXN00001275,USR69706,MCH5076,,,2210.2,Duplicate Debit,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,RESOLVED,,LOW,ivr,,,0,
CBK0000925,TXN00001097,67142,MCH4883,,,,merchant service issue,Merchant service was not delivered after payment.,RESOLVED,,Medium,IVR,,,0,
CBK0002531,TXN00018059,USR46902,MCH1737,,,,UNAUTHORISED,Payment made to unknown merchant as per customer statement.,REJECTED,,Medium,chatbot,,,1,
CBK0001365,TXN00011080,USR44053,MCH1613,,,1709.82,merchant service issue,User reports money deducted but merchant denies receiving payment. details missing,REJECTED,2026-02-20 16:56:29,Medium,App,,,0,
CBK0000254,TXN00005010,USR40538,MCH5940,,,,ATO,User claims account was compromised before transaction.,OPEN,,MEDIUM,App,,,0,
CBK0000919,TXN00004956,USR26890,MCH9891,,2026-03-18,1752.77,suspicious transaction,merchant service was not delivered after payment.,Rejected,,MEDIUM,ivr,,,0,2026-03-18
CBK0002474,TXN00014618,USR24726,MCH2638,,,,UNAUTHORISED,Suspicious high-value payment disputed by customer.,REJECTED,,Medium,Branch,,,1,
CBK0002776,TXN00013127,USR40874,MCH5212,,,,ATO,Customer says transaction was not authorized.,OPEN,,High,chatbot,,,0,
CBK0001195,TXN00001271,48486,MCH5327,,,,item not received,Merchant service was not delivered after payment.,PENDING_BANK,,P2,Call Center,,,0,
CBK0002506,TXN00002955,USR68934,MCH7020,,2026-04-28,,Unauthorized Transaction,Suspicious high-value payment disputed by customer.,Resolved,,Low,IVR,,,1,2026-04-28
CBK0000832,TXN00014106,USR26145,MCH1012,,,,UNAUTHORISED,Complaint received after multiple failed attempts.,Open,,P4,Call Center,,,1,
CBK0000564,TXN00005945,USR21384,MCH1809,,2026-02-04,,delivery issue,User reports money deducted but merchant denies receiving payment.,In Progress,,High,Email,,,0,2026-02-04
CBK0000744,TXN00001703,USR53423,MCH6565,,,,DUP_DEBIT,User says UPI PIN was not entered by them.,RESOLVED,,MEDIUM,Email,,,0,
CBK0001649,TXN00018989,USR90653,2436,,,,double debit,Merchant service was not delivered after payment.,PENDING_BANK,,High,chatbot,,,0,
CBK0000455,TXN00012649,USR42432,MCH9748,,,,Account Takeover,Merchant service was not delivered after payment.,WIP,,HIGH,chatbot,,,0,
CBK0000302,TXN00016585,USR38429,MCH2943,2026-03-17,,,double debit,complaint received after multiple failed attempts.,Pending Bank,,Medium,Call Center,,,0,
CBK0002738,TXN00000947,USR89588,MCH2960,,,,not done by me,Customer says amount was debited twice.,Resolved,,M,Email,,,0,
CBK0000153,TXN00000546,USR92746,MCH7824,,,,not delivered,Suspicious high-value payment disputed by customer.,Closed,,MEDIUM,IVR,,,0,
CBK0000304,TXN00013266,USR84318,MCH5916,,,6391.92,merchant service issue,Complaint received after multiple failed attempts.,Pending Bank,,P2,Email,,,0,
CBK0000114,TXN00002182,USR85475,MCH8779,,,,amount mismatch,user says upi pin was not entered by them.,RESOLVED,,Low,Email,,,0,
CBK0001506,TXN00002381,USR81570,MCH3815,,2026-02-07,,Account Takeover,Customer says transaction was not authorized.,WIP,,Medium,chatbot,,,0,2026-02-07
CBK0000588,TXN00003990,USR48652,MCH5552,2026-02-13,,,delivery issue,Customer complaint text unclear due to poor call center notes.,Rejected,,L,App,,,0,
CBK0000857,TXN00018599,USR52095,MCH3652,,,,customer issue,User claims account was compromised before transaction.,CLOSED,,Medium,Email,,,0,
CBK0002327,TXN00011877,USR69584,MCH5183,2026-03-06,,,unauth txn,Customer says transaction was not authorized.,OPEN,,Medium,ivr,,,0,
CBK0000858,TXN00015040,USR95176,MCH1146,,,,amount mismatch,Customer says amount was debited twice.,Pending Bank,,Low,Email,,,0,
CBK0000429,TXN00019661,USR97772,MCH3992,,,,amount mismatch,User reports money deducted but merchant denies receiving payment.,Rejected,,P2,App,,,0,
CBK0000817,TXN00002301,USR71836,MCH3815,2026-02-05,,,account hacked,Payment made to unknown merchant as per customer statement.,OPEN,2026-03-07 12:29:12,L,App,,,0,
CBK0000011,TXN00006805,USR14951,MCH5380,2026-02-20,,1087.14,Wrong Amount,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,CLOSED,,M,IVR,,,0,
CBK0000250,TXN00002574,USR73010,MCH1320,,,,not delivered,suspicious high-value payment disputed by customer.,Open,2026-03-07 09:11:33,Low,ivr,,,0,
CBK0001404,TXN00003881,USR61151,MCH8634,,,,not done by me,Customer says transaction was not authorized.,WIP,,P3,Call Center,,,0,
CBK0000574,TXN00011825,USR78873,MCH9713,,,3123.85,charged twice,Complaint received after multiple failed attempts.,IN_PROGRESS,,L,Email,,,0,
CBK0002429,TXN00015653,USR50125,MCH2266,,,,Duplicate Debit,Suspicious high-value payment disputed by customer.,CLOSED,,Medium,CHATBOT,,,0,
CBK0001916,TXN00005518,USR18198,MCH5954,,,-4245.22,FRAUD,Merchant service was not delivered after payment.,REJECTED,2026-04-04 16:01:06,L,Branch,,,1,
CBK0001132,TXN00019555,USR87956,MCH5062,,,15606.92,amount mismatch,User claims account was compromised before transaction.,IN_PROGRESS,,Low,ivr,,,0,
CBK0000528,TXN00003808,USR46923,MCH2685,,,476.92,double debit,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,CLOSED,,Critical,IVR,,,0,
CBK0002091,TXN00006681,USR26140,MCH5655,,,946.45,Account Takeover,Merchant service was not delivered after payment. NA,REJECTED,,P3,IVR,,,0,
CBK0001235,TXN00010356,USR82947,MCH6407,,,,Wrong Amount,Customer says transaction was not authorized.,REJECTED,2026-03-12 04:52:03,H,App,,,0,
CBK0001096,TXN00019163,USR72047,MCH3308,,,1202.2,extra amount deducted,Complaint received after multiple failed attempts.,Resolved,,High,IVR,,,0,
CBK0001038,TXN00005386,USR82091,MCH1514,,,2597.6,complaint,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,In Progress,,MEDIUM,App,,,0,
CBK0000653,TXN00007307,USR58692,MCH2298,,,,not done by me,User says UPI PIN was not entered by them. call dropped,Closed,2026-02-26 15:09:16,P3,Call Center,,,0,
CBK0000456,TXN00009180,USR83586,MCH8928,,,,scam,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,WIP,,HIGH,Call Center,,,0,
CBK0000818,TXN00015972,USR83126,MCH2616,,,,delivery issue,Payment made to unknown merchant as per customer statement.,Rejected,,Critical,CHATBOT,,,0,
CBK0002103,TXN00005039,USR38720,MCH9523,,,,no service,User reports money deducted but merchant denies receiving payment.,Resolved,,High,ivr,,,0,
CBK0001868,TXN00015884,USR34835,MCH3992,,2026-03-06,247.02,customer issue,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,,HIGH,Branch,,,0,2026-03-06
CBK0001455,TXN00007357,USR62254,MCH5655,,,,amount mismatch,Customer says amount was debited twice.,WIP,,Medium,Branch,,,0,
CBK0002565,TXN00003516,USR18591,MCH5076,,2026-01-18,585.31,amount mismatch,User claims account was compromised before txn.,Pending Bank,,P2,App,,,0,2026-01-18
CBK0002508,TXN00015520,USR78921,MCH1369,,,578.15,Duplicate Debit,Customer says txn was not authorized.,Pending Bank,,P1,Branch,,,0,
CBK0002546,TXN41980,USR82793,MCH1094,,,565.73,not done by me,Suspicious high-value payment disputed by customer. call dropped,OPEN,,High,Email,,,0,
CBK0000212,TXN00010499,USR18345,MCH6823,,,,ATO,complaint received after multiple failed attempts.,OPEN,,P4,Branch,,,0,
CBK0002200,TXN00017653,USR80376,MCH5600,,,4402.84,account hacked,User reports money deducted but merchant denies receiving payment.,WIP,,Medium,App,,,0,
CBK0001408,TXN00007170,USR49478,MCH8391,,,,dispute raised,Merchant service was not delivered after payment.,Open,,P3,CHATBOT,,,0,
CBK0000377,TXN38189,USR50661,MCH5076,,,754.07,Fraud Suspected,Complaint received after multiple failed attempts.,PENDING_BANK,,P3,IVR,,,1,
CBK0001891,TXN00001071,USR11526,MCH9122,2026-03-13,2026-03-17,2117.2,Service Not Provided,Complaint received after multiple failed attempts. NA,CLOSED,,P3,Branch,96.0,,0,2026-03-17
CBK0001866,TXN00008011,USR63376,6063,2026-01-16,,,unauth txn,Suspicious high-value payment disputed by customer.,RESOLVED,,Medium,Call Center,,,0,
CBK0000970,TXN82870,36118,MCH1738,2026-01-29,,543.0,extra amount deducted,Merchant service was not delivered after payment.,CLOSED,,P4,Call Center,,,0,
CBK0002242,TXN84424,USR30262,MCH6806,,,1535.24,service failed,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,IN_PROGRESS,,L,Call Center,,,0,
CBK0001560,TXN00001620,USR85566,MCH6810,,,,suspicious transaction,Suspicious high-value payment disputed by customer.,Resolved,,L,CHATBOT,,,0,
CBK0000409,TXN00006280,USR91269,MCH4181,,,1032.66,login compromised,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,REJECTED,2026-03-21 14:17:11,MEDIUM,App,,,0,
CBK0001847,TXN00012093,USR36399,MCH7286,,,3867.32,Account Takeover,Merchant service was not delivered after payment.,RESOLVED,,Critical,ivr,,,0,
CBK0001673,TXN00017039,USR32436,MCH9055,,,,item not received,user reports money deducted but merchant denies receiving payment.,RESOLVED,,LOW,chatbot,,,0,
CBK0000284,TXN32709,USR91199,MCH7235,,,,Unauthorized Transaction,User claims account was compromised before transaction.,CLOSED,,M,Email,,,1,
CBK0001681,TXN00013474,USR44690,MCH1928,,2026-04-07,3303.95,not delivered,Payment made to unknown merchant as per customer statement.,Open,,L,ivr,,,0,2026-04-07
CBK0001146,TXN00006160,USR11770,MCH4871,,2026-03-14,384.6,scam,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,,P3,Branch,,,0,2026-03-14
CBK0000431,TXN00011403,USR76792,MCH3707,,2026-03-17,88.39,login compromised,user reports money deducted but merchant denies receiving payment.,Closed,,LOW,Branch,,,0,2026-03-17
CBK0000038,TXN00016138,USR75856,MCH5345,,,,double debit,Payment made to unknown merchant as per customer statement.,Pending Bank,,Low,IVR,,,0,
CBK0001051,TXN00007915,USR14299,MCH2383,,2026-03-13,1789.71,not done by me,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,RESOLVED,,Critical,Call Center,,,0,2026-03-13
CBK0000442,TXN00007729,USR34645,MCH5076,,,819.04,dispute raised,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,CLOSED,,LOW,Email,,,0,
CBK0002207,TXN00015126,USR62875,MCH2383,,2026-01-06,2119.11,double debit,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,,L,chatbot,,,0,2026-01-06
CBK0000536,TXN00017414,USR39006,MCH5032,2026-01-10,,12249.71,item not received,Complaint received after multiple failed attempts.,Closed,,High,Email,,,0,
CBK0000633,TXN00013693,USR72322,MCH8732,,,,item not received,Merchant service was not delivered after payment.,RESOLVED,,H,IVR,,,0,
CBK0002622,TXN00018833,USR92174,MCH4861,2026-02-05,,-451.83,unauthorized_transaction,Customer says transaction was not authorized.,Resolved,,CRIT,chatbot,,,1,
CBK0001117,TXN00012679,USR13963,MCH3522,,,1851.93,Duplicate Debit,Complaint received after multiple failed attempts.,PENDING_BANK,,Medium,App,,,0,
CBK0000939,TXN00009825,USR24660,MCH9618,2026-03-26,,,customer issue,Complaint received after multiple failed attempts.,Resolved,,P4,Branch,,,0,
CBK0001090,TXN00016195,USR85787,MCH4442,2026-03-11,,,delivery issue,User says UPI PIN was not entered by them.,OPEN,,Low,Branch,,,0,
CBK0001682,TXN00010834,USR67399,MCH8675,,,1750.36,Duplicate Debit,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,,M,CHATBOT,,,0,
CBK0001294,TXN00019221,USR67336,MCH7286,,,596.6,Customer Dispute,Customer says txn was not authorized.,Closed,2026-04-04 21:05:58,P3,Branch,,,0,
CBK0001189,TXN00015243,90963,4871,,,448.21,customer issue,Merchant service was not delivered after payment.,REJECTED,,P3,chatbot,,,0,
CBK0000070,TXN00019236,USR39755,MCH6038,,,3160.25,not done by me,Payment made to unknown merchant as per customer statement.,RESOLVED,,P2,Email,,,0,
CBK0000476,TXN76059,USR36575,MCH1929,,,1726.97,incorrect amount,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,,H,IVR,,,0,
CBK0000092,TXN00019596,USR96380,MCH3161,,,2991.63,Duplicate Debit,Customer says amount was debited twice.,Resolved,,HIGH,chatbot,,,0,
CBK0000095,TXN00006584,USR85655,1599,,,1087.37,Merchant Not Delivered,Merchant service was not delivered after payment.,In Progress,,M,Call Center,,,0,
